code,description,level
8141.01.16,"Operador de máquina, recauchadora / neumáticos",8
8141.01.17,"Operador de máquina, tratamiento del caucho",8
8141.01.18,"Operador de máquina, vulcanización / artículos del caucho",8
8141.01.19,"Operador de máquina, vulcanización / neumáticos",8
8141.01.20,"Operador de prensa, estampadora / caucho",8
8141.01.21,"Reparador, neumáticos",8
8141.01.22,"Trabajador de los látex",8
8141.01.23,"Vulcanizador, neumáticos",8
8142,"OPERADORES DE MÁQUINAS PARA FABRICAR PRODUCTOS DE MATERIAL PLÁSTICO",4
8142.01,"Operadores de máquinas para fabricar productos de material plástico",6
8142.01.01,"Ayudante de moldeador de plásticos por inyección",8
8142.01.02,"Ayudante de moldeador de plásticos por compresión",8
8142.01.03,"Ayudante de operador de máquina extrusora de plástico",8
8142.01.04,"Constructor, barcos de plásticos",8
8142.01.05,"Ensamblador de productos plásticos",8
8142.01.06,"Jefe sección plásticos",8
8142.01.07,"Operador, engomadora (plásticos)",8
8142.01.08,"Operador, formadora de plástico",8
8142.01.09,"Operador de elaboradora de cinta adhesiva",8
8142.01.10,"Operador de máquina formadora de fundas",8
8142.01.11,"Operador de máquina, acabadora / material plástico",8
8142.01.12,"Operador de máquina, amoladora / material plástico",8
8142.01.13,"Operador de máquina, cortadora / productos de material plástico",8
8142.01.14,"Operador de máquina, elaboración cable plástico",8
8142.01.15,"Operador de máquina, estiradora / material plástico",8
8142.01.16,"Operador de máquina, extrusora / material plástico",8
8142.01.17,"Operador de máquina, fabricación / bolsas (politeno)",8
8142.01.18,"Operador de máquina, fabricación / material plástico",8
8142.01.19,"Operador de máquina, fabricación / productos de material plástico",8
8142.01.20,"Operador de máquina, grabado al ácido / material plástico",8
8142.01.21,"Operador de máquina, laminado / material plástico",8
8142.01.22,"Operador de máquina, moldeadora / material plástico (inyección)",8
8142.01.23,"Operador de máquina, moldeadora / objetos de material plástico",8
8142.01.24,"Operador de máquina, productos de plástico",8
8142.01.25,"Operador de máquinas, soplado de botellas de plástico",8
8142.01.26,"Operador de máquina, taladradora / objetos de material plástico",8
8142.01.27,"Operador de máquina, talla / material plástico",8
8142.01.28,"Operador, molino para plásticos",8
8142.01.29,"Operador de prensa, laminado de plásticos",8
8143,"OPERADORES DE MÁQUINAS PARA FABRICAR PRODUCTOS DE PAPEL",4
8143.01,"Operadores de máquinas para fabricar productos de papel",6
8143.01.01,"Acanalador, cartón",8
8143.01.02,"Armador, cajas de cartón",8
8143.01.03,"Bobinador, papel",8
8143.01.04,"Conductor, máquina (productos de cartón)",8
8143.01.05,"Cortador, papel cartón",8
8143.01.06,"Devanador, papel tapiz",8
8143.01.07,"Embobinador, papel",8
8143.01.08,"Impresor, papel tapiz",8
8143.01.09,"Maquinista, impresor de cajas",8
8143.01.10,"Moldeador, papel tubular",8
8143.01.11,"Moldeador, papel maché",8
8143.01.12,"Montador, a máquina /cajas de cartón",8
8143.01.13,"Operador, ahuecador de cajas de cartón",8
8143.01.14,"Operador cajista perforadora",8
8143.01.15,"Operador, máquina colocadora de cartón",8
8143.01.16,"Operador, corrugadora (papel o cartón)",8
8143.01.17,"Operador, cortadora de tubos para pilas",8
8143.01.18,"Operador, enrolladora de papel",8
8143.01.19,"Operador formadora, papel maché (machacado)",8
8143.01.20,"Operador, madriladora en la fabricación de papel",8
8143.01.21,"Operador de máquina, productos de papel",8
8143.01.22,"Operador de máquina (producción de sobres y bolsas de papel)",8
8143.01.23,"Operador de máquina, plizadora (papel)",8
8143.01.24,"Operador de máquina, cortadora de cajas / cartón",8
8143.01.25,"Operador de máquina, cortadora de papel",8
8143.01.26,"Operador de máquina, estampadora / papel",8
8143.01.27,"Operador de máquina, armadora de tapas para cajas de cartón",8
8143.01.28,"Operador de máquina, fabricación / artículos (papel acartonado)",8
8143.01.29,"Operador de máquina, fabricación / artículos de cartón",8
8143.01.30,"Operador de máquina, fabricación / artículos de papel",8
8143.01.31,"Operador de máquina, fabricación / bolsas (celofán)",8
8143.01.32,"Operador de máquina, fabricación / cajas (cartón)",8
8143.01.33,"Operador de máquina, fabricación / sobres y bolsas (papel)",8
8143.01.34,"Operador de máquina, formadora de cartón",8
8143.01.35,"Operador de máquina, forradora / cartón",8
8143.01.36,"Operador de máquina, plegadora / cajas de cartón",8
8143.01.37,"Operador de máquina, para satinar papel",8
8143.01.38,"Operador de prensa, fabricación / papel-cartón",8
8143.01.39,"Prensador, papel",8
8143.01.40,"Satinador calandrador, papel",8
815,"OPERADORES DE MÁQUINAS PARA FABRICAR PRODUCTOS TEXTILES Y ARTÍCULOS DE PIEL Y CUERO",3
8151,"OPERADORES DE MÁQUINAS DE PREPARACIÓN DE FIBRAS, HILADO Y DEVANADO",4
8151.01,"Operadores de máquinas de preparación de fibras, hilado y devanado",6
8151.01.01,"Ayudante de bobinador",8
8151.01.02,"Batidor, fibras",8
8151.01.03,"Batidor, fibras de algodón",8
8151.01.04,"Bobinador, hilados",8
8151.01.05,"Cardador, fibras",8
8151.01.06,"Cardador, lana",8
8151.01.07,"Cortador, cardas jacquard",8
8151.01.08,"Cortador, fibras textiles",8
8151.01.09,"Cortador, hebras de algodón",8
8151.01.10,"Desgomador, seda",8
8151.01.11,"Desmoldeador, cardas",8
8151.01.12,"Desmontador, algodón",8
8151.01.13,"Despellejador, algodón teñido",8
8151.01.14,"Esquilador, linos",8
8151.01.15,"Embobinador, cuerda",8
8151.01.16,"Enhebrador, hilos",8
8151.01.17,"Estirador, fibras de algodón",8
8151.01.18,"Estirador, fibras duras",8
8151.01.19,"Estirador, lana",8
8151.01.20,"Hilador, continuas",8
8151.01.21,"Hilador, fibras artificiales",8
8151.01.22,"Hilador, fibras vegetales",8
8151.01.23,"Mezclador, fibras",8
8151.01.24,"Operador, despepitadora de algodón",8
8151.01.25,"Operador, enrollador de hilo",8
8151.01.26,"Operador, equipo plegador de hilado",8
8151.01.27,"Operador, estiradora de fibras",8
8151.01.28,"Operador, horno de secado de henequén",8
8151.01.29,"Operador de máquina, desfibradora de henequén",8
8151.01.30,"Operador de máquina, acondicionadora / fibras",8
8151.01.31,"Operador de máquina, banco de estiraje / fibras textiles",8
8151.01.32,"Operador de máquina, bobinadora / hilo e hilaza",8
8151.01.33,"Operador de máquina, devanadora / troquilones (hilos e hilazas)",8
8151.01.34,"Operador de máquina, doblaje / hilo e hilaza",8
8151.01.35,"operador de máquina, fibra",8
8151.01.36,"Operador de máquina, hilar hilo y lana",8
8151.01.37,"Operador de máquina, hilado / fibras sintéticas",8
8151.01.38,"Operador de máquina, hilado / hilo e hilaza",8
8151.01.39,"Operador de máquina, lavadora / fibras textiles",8
8151.01.40,"Operador de máquina, liquidación de hilo y lana",8
8151.01.41,"Operador de máquina, mechera en fino / fibras textiles",8
8151.01.42,"Operador de máquina, mezcladora / fibras textiles",8
8151.01.43,"Operador de máquina, napadora / cinta",8
8151.01.44,"Operador de máquina, napadora / fibras textiles",8
8151.01.45,"Operador de máquina, napadora / mechas textiles",8
8151.01.46,"Operador de máquina, peinadora / fibras textiles",8
8151.01.47,"Operador de máquina, preparación / fibras textiles",8
8151.01.48,"Operador de máquina, rasuradora textil",8
8151.01.49,"Operador de máquina, recosido de tela",8
8151.01.50,"Operador de máquina, retorcedora / hilo e hilaza",8
8151.01.51,"Operador de máquina, torcer hilo y lana",8
8151.01.52,"Operador de máquina, tratar la seda",8
8151.01.53,"Operador de telares, rebobinar hilo",8
8151.01.54,"Ovillador, hilo e hilaza",8
8151.01.55,"Ovillador, madejas",8
8151.01.56,"Peinador, henequén",8
8151.01.57,"Plegador, hilos",8
8151.01.58,"Operador, preparación de fibra",8
8151.01.59,"Secador, hilados",8
8151.01.60,"Secador, textil",8
8151.01.61,Torcedor,8
8151.01.62,"Torcedor, cordeles",8
8151.01.63,"Torcedor, mechas",8
8151.01.64,"Torcedor de hilo e hilaza",8
8151.01.65,"Urdidor, brochas",8
8151.01.66,"Urdidor, hilados",8
8152,"OPERADORES DE TELARES Y OTRAS MÁQUINAS TEJEDORAS",4
8152.01,"Operadores de telares y otras máquinas tejedoras",6
8152.01.01,"Acabador de tejidos",8
8152.01.02,"Acabador de telas",8
8152.01.03,"Ajustador de dobleces",8
8152.01.04,"Ayudante de Operador de máquina, tejedora",8
8152.01.05,"Conero textil",8
8152.01.06,"Cortador de medias de nylon",8
8152.01.07,"Cortador de rollos de tela",8
8152.01.08,"Cortador de tapetes",8
8152.01.09,"Despuntador textil",8
8152.01.10,"Emparejador de calcetería",8
8152.01.11,"Emparejador de guantes",8
8152.01.12,"Enlazador de cartones jacquard",8
8152.01.13,"Enrollador de listones",8
8152.01.14,"Enrollador de textiles",8
8152.01.15,"Estampador de hilaza",8
8152.01.16,"Estampador de tejidos",8
8152.01.17,"Estampador de telas",8
8152.01.18,"Graduador de telas",8
8152.01.19,"Impresor de telas a máquina",8
8152.01.20,"Marcador de telas",8
8152.01.21,"Oficial de coneras",8
8152.01.22,"Operador de amarradora de urdidores",8
8152.01.23,"Operador de batidora textil",8
8152.01.24,"Operador de botonera",8
8152.01.25,"Operador de cortadora de etiquetas",8
8152.01.26,"Operador de cortadora de telas sintéticas",8
8152.01.27,"Operador de cubridora de tapetes",8
8152.01.28,"Operador de golpeadora de telas",8
8152.01.29,"Operador de máquina, bordadora",8
8152.01.30,"Operador de máquina cortadora en sesgo",8
8152.01.31,"Operador de máquina cortadora de puños",8
8152.01.32,"Operador de máquina de cortar y marcar tela",8
8152.01.33,"Operador de máquina grabadora de telas",8
8152.01.34,"Operador de máquina de hacer ojales",8
8152.01.35,"Operador de máquina, fabricación / alfombras",8
8152.01.36,"Operador de máquina, fabricación / mallas o redes",8
8152.01.37,"Operador de máquina, fabricación / paños",8
8152.01.38,"Operador de máquina, ganchillera",8
8152.01.39,"Operador de máquina, pasadora de hilos / urdimbre",8
8152.01.40,"Operador de máquina plegadora textil",8
8152.01.41,"Operador de máquina de producción neta",8
8152.01.42,"Operador de máquina, tejedora",8
8152.01.43,"Operador de máquina, tejedora / alfombras",8
8152.01.44,"Operador de máquina, tejedora / calcetería (medias)",8
8152.01.45,"Operador de máquina, tejedora / encajes",8
8152.01.46,"Operador de máquina, tejedora / género de punto",8
8152.01.47,"Operador de máquina, tejedora / vestimenta",8
8152.01.48,"Operador de máquina, urdido sobre plegadora / tejidos",8
8152.01.49,"Operador de tejedora de redes",8
8152.01.50,"Operador de telar",8
8152.01.51,"Operador de telar, fabricación / encajes",8
8152.01.52,"Operador de telar, jacquard",8
8152.01.53,"Operador de telar, tejido de alfombras",8
8152.01.54,"Operador de telar, tejidos",8
8152.01.55,"Operador de zurcidora",8
8152.01.56,"Picador, cartones jacquard",8
8152.01.57,"Planchador de artículos de vestir en industria",8
8152.01.58,"Planchador de textiles",8
8152.01.59,"Plegador de telas",8
8152.01.60,"Recortador de alfombras (remallador)",8
8152.01.61,"Secador de encajes",8
8152.01.62,"Supervisor de tejeduría",8
8152.01.63,"Tejedor, calcetería (medias)",8
8152.01.64,"Tejedor de cojincillos quirúrgicos",8
8152.01.65,"Tejedor de punto en máquina",8
8152.01.66,"Tejedor de ruanas a máquina",8
8152.01.67,"Terminador de cobertores",8
8153,"OPERADORES DE MÁQUINAS DE COSER",4
8153.01,"Operadores de máquinas de coser",6
8153.01.01,"Bordador, a máquina",8
8153.01.02,"Confeccionador de cortinas",8
8153.01.03,"Cosedor a máquina / pieles",8
8153.01.04,"Cosedor de pretinas",8
8153.01.05,"Operador de máquina pegadora de botones",8
8153.01.06,"Operador de ojaladora",8
8153.01.07,"Operador Pegador de cuellos en prendas de vestir",8
8153.01.08,"Operador, máquina de bordar",8
8153.01.09,"Operador, máquina de coser",8
8153.01.10,"Operador, máquina de coser / artículos textiles",8
8153.01.11,"Operador, máquina de coser / calzado",8
8153.01.12,"Operador, máquina de coser / cuero",8
8153.01.13,"Operador, máquina de coser / pieles",8
8153.01.14,"Operador, máquina de coser / prendas de vestir",8
8153.01.15,"Operador, máquina de coser / sombreros",8
8153.01.16,"Operador, máquina de coser / tapicería de muebles",8
8153.01.17,"Operador, máquina de coser overlock",8
8153.01.18,"Pegador de bolsillos",8
8154,"OPERADORES DE MÁQUINAS DE BLANQUEAMIENTO, TEÑIDO Y LIMPIEZA DE TEJIDOS",4
8154.01,"Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos",6
8154.01.01,"Batanero, productos textiles",8
8154.01.02,"Carbonizador, lana",8
8154.01.03,"Encargado, stock crudo (teñido de tela)",8
8154.01.04,"Jefe (supervisor) planta de lavandería",8
8154.01.05,"Mezclador de soluciones, tratamientos textiles",8
8154.01.06,"Operador de calandria, prendas de vestir",8
8154.01.07,"Operador de calandria, productos textiles",8
8154.01.08,"Operador de calandria, sincronizada",8
8154.01.09,"Operador de calandria, tejidos",8
8154.01.10,"Operador de máquina, blanqueadora / productos textiles",8
8154.01.11,"Operador de máquina, cargadora / seda",8
8154.01.12,"Operador de máquina, desgomadora / seda",8
8154.01.13,"Operador de máquina, engomadora de textiles",8
8154.01.14,"Operador de máquina, encogedora / productos textiles",8
8154.01.15,"Operador de máquina, ensanchadora / productos textiles",8
8154.01.16,"Operador de máquina, impermiabilizadora / paños",8
8154.01.17,"Operador de máquina, impermiabilizadora / productos textiles",8
8154.01.18,"Operador de máquina, impermiabilizadora / telas",8
8154.01.19,"Operador de máquina, lavadora / hilados",8
8154.01.20,"Operador de máquina, lavadora / telas",8
8154.01.21,"Operador de máquina, mercerizadora de textiles",8
8154.01.22,"Operador de máquina, perchadora",8
8154.01.23,"Operador de máquina, polimerizadora (fija el colorante de las telas)",8
8154.01.24,"Operador de máquina, rama termofijadora",8
8154.01.25,"Operador de máquina, sanforizar / productos textiles",8
8154.01.26,"Operador de máquina, secado / productos textiles",8
8154.01.27,"Operador de máquina, teñir textil",8
8154.01.28,"Operador de máquina, tintura / fibras textiles",8
8154.01.29,"Operador de máquina, tintura / hilados",8
8154.01.30,"Operador de máquina, tintura / prendas de vestir",8
8154.01.31,"Operador de máquina, tintura / telas",8
8154.01.32,"Operador de máquina, Tundidora",8
8154.01.33,"Operador de prensa, planchado al vapor / productos textiles",8
8154.01.34,"Operador de prensa, planchado productos textiles",8
8154.01.35,"Operador, equipo de limpieza / alfombras",8
8154.01.36,"Operador, equipo de limpieza / lavandería",8
8154.01.37,"Operador, equipo de limpieza / paños",8
8154.01.38,"Operador, equipo de limpieza / productos textiles",8
8154.01.39,"Planchador, calcetines",8
8154.01.40,"Teñidor, telas",8
8154.01.41,"Teñidor, textiles",8
8154.01.42,"Tintorero, fibras",8
8154.01.43,"Tintorero, hilados y fibras",8
8154.01.44,"Tintorero de ropa, fabricación de productos textiles",8
8154.01.45,"Tintorero, tejidos",8
8155,"OPERADORES DE MÁQUINAS DE TRATAMIENTO DE PIELES Y CUEROS",4
8155.01,"Operadores de máquinas de tratamiento de pieles y cueros",6
8155.01.01,"Encogedor, pieles",8
8155.01.02,"Operador de depilado / ocultar",8
8155.01.03,"Operador de máquina, adobadora / preparación de cueros",8
8155.01.04,"Operador de máquina, bronceado",8
8155.01.05,"Operador de máquina, cortadora / cuero",8
8155.01.06,"Operador de máquina, coloración de piel",8
8155.01.07,"Operador de máquina, curtiduría",8
8155.01.08,"Operador de máquina, depilación / cueros",8
8155.01.09,"Operador de máquina, despedazadora de cuero",8
8155.01.10,"Operador de máquina, descarne / pellejos",8
8155.01.11,"Operador de máquina, descarne/ cueros",8
8155.01.12,"Operador de máquina, dividir cueros",8
8155.01.13,"Operador de máquina, estirado / pieles",8
8155.01.14,"Operador de máquina, lavadora / cueros",8
8155.01.15,"Operador de máquina, mezcladora / fieltros",8
8155.01.16,"Operador de máquina, preparación / cueros",8
8155.01.17,"Operador de máquina, tintura / cueros",8
8155.01.18,"Operador de máquina, tratamiento / pellejos",8
8155.01.19,"Operador de máquina, zurrado e igualación / pelambres y pieles",8
8155.01.20,"Planchador, pieles en máquina",8
8155.01.21,"Secador, pieles",8
8155.01.22,"Suajador, pieles",8
8156,"OPERADORES DE MÁQUINAS PARA LA FABRICACIÓN DE CALZADO Y AFINES",4
8156.01,"Operadores de máquinas para la fabricación de calzado y afines",6
8156.01.01,"Cortador, tacón",8
8156.01.02,"Operador de máquina, adornadora de calzado",8
8156.01.03,"Operador de máquina, cortadora de suelas",8
8156.01.04,"Operador de máquina, desbastadora de cueros (calzado)",8
8156.01.05,"Operador de máquina, fabricación / calzado",8
8156.01.06,"Operador de máquina, fabricación / calzado (deportes)",8
8156.01.07,"Operador de máquina, fabricación / calzado (ortopédico)",8
8156.01.08,"Operador de máquina, fabricación / calzado (rafia)",8
8156.01.09,"Operador de máquina, lijadora de calzado",8
8156.01.10,"Operador de máquina, perforadora de ojales de calzado",8
8156.01.11,"Operador de máquina, ribeteadora de calzado",8
8156.01.12,"Planchador, suelas para calzado",8
8156.01.13,"Prensista, suelas para calzado",8
8156.01.14,"Pulidor, suelas de caucho",8
8157,"OPERADORES DE MÁQUINAS LAVARROPAS",4
8157.01,"Operadores de máquinas lavarropas",6
8157.01.01,"Operador, lavadora en hospital",8
8157.01.02,"Operador de máquina, lavandería",8
8157.01.03,"Operador de máquina, limpieza en seco",8
8157.01.04,"Operador de máquina, planchado / lavandería",8
8157.01.05,"Operador de máquina, prensado (ropa)",8
8157.01.06,"Operador de máquina, servicio de lavandería",8
8157.01.07,"Operador de máquina, secado / prendas de vestir",8
8159,"OPERADORES DE MÁQUINAS PARA FABRICAR PRODUCTOS TEXTILES Y ARTÍCULOS DE PIEL Y CUERO NO CLASIFICADOS BAJO OTROS EPÍGRAFES",4
8159.01,"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes",6
8159.01.01,"Acabador y adornador, sombreros",8
8159.01.02,"Operador de máquina, pasamanería",8
8159.01.03,"Operador de máquina, corte / patrones (pieles)",8
8159.01.04,"Operador de máquina, corte / prendas de vestir",8
8159.01.05,"Operador de máquina, corte / productos textiles",8
8159.01.06,"Operador de máquina, fabricación / colchones",8
8159.01.07,"Operador de máquina, fabricación / conos de fieltro (sombreros)",8
8159.01.08,"Operador de máquina, fabricación / patrones (prendas de vestir)",8
8159.01.09,"Operador de máquina, fabricación / patrones (textiles)",8
8159.01.10,"Operador de máquina, fabricación / patrones( cuero)",8
8159.01.11,"Operador de máquina, hormadora / sombreros de fieltro",8
8159.01.12,"Operador de máquina, sombrerería",8
8159.01.13,"Operador de máquina, hace trenza",8
8159.01.14,"Operador de máquina, hace tienda de campaña",8
8159.01.15,"Operador de máquina de prensar",8
8159.01.16,"Operador de máquina, textil",8
8159.01.17,"Pespuntador, artículos de piel",8
8159.01.18,"Repujador, artículos de cuero",8
816,"OPERADORES DE MÁQUINAS PARA ELABORAR ALIMENTOS Y PRODUCTOS AFINES",3
8160,"OPERADORES DE MÁQUINAS PARA ELABORAR ALIMENTOS Y PRODUCTOS AFINES",4
8160.01,"Operadores de máquinas para elaborar carne, pescado y mariscos",6
8160.01.01,"Operador de autoclave, carne y pescado",8
8160.01.02,"Operador de máquina, congeladora / carne",8
8160.01.03,"Operador de máquina, congeladora / pescado",8
8160.01.04,"Operador de máquina, conservadora / carne",8
8160.01.05,"Operador de máquina, conservadora / pescado",8
8160.01.06,"Operador de máquina, curado / carne",8
8160.01.07,"Operador de máquina, embutidos",8
8160.01.08,"Operador de máquina, enlatadora / carne",8
8160.01.09,"Operador de máquina, enlatadora / pescado",8
8160.01.10,"Operador de máquina, enlatadora / mariscos",8
8160.01.11,"Operador de máquina, esterilizadora / carne",8
8160.01.12,"Operador de máquina, esterilizadora / pescado",8
8160.01.13,"Operador de máquina, fabricación / productos de carne",8
8160.01.14,"Operador de máquina, fabricación / productos de pescado",8
8160.01.15,"Operador de máquina, lavadora / carcasas",8
8160.01.16,"Operador de máquina, mezcladora de carne",8
8160.01.17,"Operador de máquina, mezcladora de salchichas",8
8160.01.18,"Operador de máquina, pomadera (peladora-desvenadora de camarón)",8
8160.01.19,"Operador de máquina, preparación / carne",8
8160.01.20,"Operador de máquina, preparación / pescado",8
8160.01.21,"Operador de máquina, procesadora / carne",8
8160.01.22,"Operador de máquina, procesadora / mariscos",8
8160.01.23,"Operador de máquina, procesadora / pescado",8
8160.01.24,"Operador de molino de carne",8
8160.01.25,"Sellador, carne",8
8160.01.26,"Sellador, pescados y mariscos",8
8160.01.27,Supervisor,8
8160.02,"Operadores de máquinas para elaborar productos lácteos",6
8160.02.01,"Ayudante de elaboración de queso",8
8160.02.02,"Cernidor, pasteurización de productos lácteos",8
8160.02.03,"Chocolatero, pasteurización de productos lácteos",8
8160.02.04,"Esterilizador, productos lácteos",8
8160.02.05,"Fermentador, quesos",8
8160.02.06,"Jefe de elaboración de quesos, mantequilla y lácteos en general",8
8160.02.07,"Operador de máquina, elaboración / productos lácteos",8
8160.02.08,"Operador de máquina, elaboración de Helados",8
8160.02.09,"Operador de máquina, elaboración de leche en polvo",8
8160.02.10,"Operador de máquina, pasteurización / leche",8
8160.02.11,"Operador de máquina, pasteurización / productos lácteos",8
8160.02.12,"Operador de máquina, procesamiento de leche",8
8160.02.13,"Operador de máquina, refrigeradora / productos lácteos",8
8160.02.14,"Operador de máquina, tratamiento de la leche",8
8160.02.15,"Operador, tacho de vacío / leche condensada",8
8160.02.16,"Operador tanquero, pasteurización de productos lácteos",8
8160.02.17,"Prensador de quesos",8
8160.02.18,"Preparador de yogurt",8
8160.02.19,"Recepcionista pesador de leche",8
8160.02.20,"Salador, queso",8
8160.03,"Operadores de máquinas para moler cereales y especias",6
8160.03.01,"Ayudante de máquina molienda /cereales",8
8160.03.02,"Operador de máquina, descortezadora / grano",8
8160.03.03,"Operador de máquina, molienda / arroz",8
8160.03.04,"Operador de máquina, molienda / cereales",8
8160.03.05,"Operador de máquina, molienda / especias",8
8160.03.06,"Operador de máquina, molienda / semillas de mostaza",8
8160.03.07,"Operador de máquina, procesamiento del grano",8
8160.03.08,"Operador de molino, arroz",8
8160.03.09,"Operador de molino, cereales",8
8160.04,"Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate",6
8160.04.01,"Ayudante operador de máquina elaboradora de galletas",8
8160.04.02,"Operador de boleadora de masa",8
8160.04.03,"Operador colocadora de relleno de galletas",8
8160.04.04,"Operador de laminadora de chicle",8
8160.04.05,"Operador laminadora de masa de galletas",8
8160.04.06,"Operador de máquina boleadora de chicle",8
8160.04.07,"Operador de máquina, confiterías",8
8160.04.08,"Operador de máquina, elaboración / dulces",8
8160.04.09,"Operador de máquina, elaboración / fideos",8
8160.04.10,"Operador de máquina elaboradora de galletas",8
8160.04.11,"Operador de máquina, elaboración / pastas alimenticias",8
8160.04.12,"Operador de máquina, elaboración / pasteles",8
8160.04.13,"Operador de máquina, elaboración / productos a base de cereales",8
8160.04.14,"Operador de máquina, elaboración / productos de chocolate",8
8160.04.15,"Operador de máquina, productos de panadería",8
8160.04.16,"Operador de máquina, producción de pan",8
8160.04.17,"Operador de máquina, producción de chocolate",8
8160.04.18,"Operador de máquina, reposterías",8
8160.04.19,"Operador de mezcladora, chicle",8
8160.04.20,"Operador de moldeadora de masa para pan (operador de baleadora de masa)",8
8160.04.21,"Operador de pulidora, chicle",8
8160.04.22,"Operador de recubridora, confites y chicles",8
8160.04.23,"Operador de troqueladora, confites",8
8160.05,"Operadores de máquinas para elaborar frutos húmedos, secos y hortalizas",6
8160.05.01,"Ayudante de Operador de máquina, refinación / aceites y grasas",8
8160.05.02,"Ayudante de planta extractora de aceite",8
8160.05.03,"Ayudante Operador de máquina blanqueadora de aceite",8
8160.05.04,"Descascarador, cacahuetes",8
8160.05.05,"Operador de molino (extracción de aceite)",8
8160.05.06,"Operador de autoclave, aceites y grasas",8
8160.05.07,"Operador de autoclave, frutas",8
8160.05.08,"Operador de autoclave, legumbres y verduras",8
8160.05.09,"Operador de equipo, evaporación / extractos de alimentos",8
8160.05.10,"Operador de filtración de aceite",8
8160.05.11,"Operador de máquina blanqueadora de aceite",8
8160.05.12,"Operador de máquina, blanqueadora / frutas de cáscara seca",8
8160.05.13,"Operador de máquina, congeladora / fruta",8
8160.05.14,"Operador de máquina, congeladora / legumbres y verduras",8
8160.05.15,"Operador de máquina, conservadora / fruta",8
8160.05.16,"Operador de máquina, conservadora / legumbres y verduras",8
8160.05.17,"Operador de máquina, descascaradora de oleaginosas",8
8160.05.18,"Operador de máquina, deshidratadora / alimentos",8
8160.05.19,"Operador de máquina, enlatadora / frutas",8
8160.05.20,"Operador de máquina, enlatadora / legumbres y verduras",8
8160.05.21,"Operador de máquina, esterilizadora / frutas",8
8160.05.22,"Operador de máquina, esterilizadora / legumbres y verduras",8
8160.05.23,"Operador de máquina, extracción / aceite de semilla",8
8160.05.24,"Operador de máquina, extracción / aceites comestibles",8
8160.05.25,"Operador de máquina, lavadora / frutas",8
8160.05.26,"Operador de máquina, lavadora / legumbres y verduras",8
8160.05.27,"Operador de máquina, moledora / almendras",8
8160.05.28,"Operador de máquina, moledora / semillas oleaginosas",8
8160.05.29,"Operador de máquina, procesadora / fruta",8
8160.05.30,"Operador de máquina, procesadora / frutas de cáscara seca",8
8160.05.31,"Operador de máquina, procesadora / legumbres y verduras",8
8160.05.32,"Operador de máquina, procesadora / margarina",8
8160.05.33,"Operador de máquina, procesadora de hierbas aromáticas",8
8160.05.34,"Operador de máquina, producción / jugos de frutas",8
8160.05.35,"Operador de máquina, producción / jugos vegetales",8
8160.05.36,"Operador de máquina, refinación / aceites y grasas",8
8160.05.37,"Operador de máquina, secadora / alimentos",8
8160.05.38,"Operador de planta Extractora de aceite",8
8160.05.39,"Operador de prensa, aceites comestibles",8
8160.05.40,"Operador, desdobladora de aceite y derivados",8
8160.05.41,"Operador, equipo de hidrogenación, aceites y grasas",8
8160.05.42,"Operador, evaporador en el vacío / extracto de alimentos",8
8160.05.43,"Operador, prensa de frutas",8
8160.05.44,"Operador, prensa hidráulica / extracción (aceites comestibles)",8
8160.05.45,"Operador, tacho de vacío / extractos de alimentos",8
8160.05.46,"Operador, vacuohorno / alimentos",8
8160.06,"Operadores de máquinas para fabricar azúcares",6
8160.06.01,"Ayudante de Trapichero, caña de azúcar",8
8160.06.02,"Operador de máquina, producción azúcar",8
8160.06.03,"Operador de máquina, pulverizadora / azúcar",8
8160.06.04,"Operador de máquina, refinación / azúcar",8
8160.06.05,"Operador, difusoras / azúcar de remolacha",8
8160.06.06,"Operador, equipo de carbonatación / refinación de azúcar",8
8160.06.07,"Operador, equipo de cristalización / refinación de azúcar",8
8160.06.08,"Trapichero, caña de azúcar",8
8160.07,"Operadores de máquinas para elaborar té, café y cacao",6
8160.07.01,"Operador de clasificadora de café",8
8160.07.02,"Operador de equipo extractor de esencia de café",8
8160.07.03,"Operador de máquina descascaradora de cacao",8
8160.07.04,"Operador de máquina limpiadora de cacao",8
8160.07.05,"Operador de máquina pulverizadora de cacao",8
8160.07.06,"Operador de máquina trituradora de cacao",8
8160.07.07,"Operador de máquina, mezcladora / café",8
8160.07.08,"Operador de máquina, mezcladora / té",8
8160.07.09,"Operador de máquina, tostadora / cacao",8
8160.07.10,"Operador de máquina, tostadora / café",8
8160.07.11,"Operador de máquina, tratamiento / cacao",8
8160.07.12,"Operador de máquina, tratamiento / granos de cacao",8
8160.07.13,"Operador de máquina, tratamiento / granos de café",8
8160.07.14,"Operador de máquina, tratamiento / hojas de té",8
8160.07.15,"Operador de túnel de enfriamiento de cacao",8
8160.08,"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas",6
8160.08.01,"Ayudante operador de saladines",8
8160.08.02,Cervecero,8
8160.08.03,"Despaletizador, industria cervecera",8
8160.08.04,"Destilador, alcohol etílico",8
8160.08.05,"Embarrilador, cerveza",8
8160.08.06,"Operador de alambique, bebidas alcohólicas",8
