code,description,level
8160.08.07,"Operador, equipo de germinación / malteado (bebidas alcohólicas)",8
8160.08.08,"Operador, filtros de cerveza",8
8160.08.09,"Operador, horno de secado / malta",8
8160.08.10,"Operador, instalaciones de elaboración / vino",8
8160.08.11,"Operador, instalación de fermentación / bebidas alcohólicas",8
8160.08.12,"Operador de máquina, cocción / malta",8
8160.08.13,"Operador de máquina, destilación / bebidas alcohólicas",8
8160.08.14,"Operador de máquina, elaboración / bebidas sin alcohol",8
8160.08.15,"Operador de máquina, elaboración / vinagre",8
8160.08.16,"Operador de máquina, envase",8
8160.08.17,"Operador de máquina, fermentación / malta (bebidas alcohólicas)",8
8160.08.18,"Operador de máquina, lavadora / botellas",8
8160.08.19,"Operador de máquina, llenadora de refrescos",8
8160.08.20,"Operador de máquina, malteadora / bebidas alcohólicas",8
8160.08.21,"Operador de máquina, mezcladora de bebidas gaseosas",8
8160.08.22,"Operador de máquina, mezcladora de jugos",8
8160.08.23,"Operador de máquina, mezcladora / licores",8
8160.08.24,"Operador de máquina, mezcladora / vinos",8
8160.08.25,"Operador de máquina, producción / licores",8
8160.08.26,"Operador de máquina, producción / malta",8
8160.08.27,"Operador de saladines (germinación de cebada)",8
8160.08.28,"Operador de tostadora de malta",8
8160.08.29,"Separador de lúpulo",8
8160.09,"Operadores de máquinas para elaborar productos de tabaco",6
8160.09.01,"Ayudante de Operador de máquina, picadora / hojas de tabaco",8
8160.09.02,"Ligador a máquina, tabaco",8
8160.09.03,"Operador, acondicionadora al vacío (mojador de tabaco) / tabaco",8
8160.09.04,"Operador de horno, tabaco",8
8160.09.05,"Operador de máquina, despalilladora (desvenador de tabaco) / tabaco",8
8160.09.06,"Operador de máquina, fabricación / cigarrillos",8
8160.09.07,"Operador de máquina, fabricación de filtros de / cigarrillos",8
8160.09.08,"Operador de máquina, mezcladora / tabaco",8
8160.09.09,"Operador de máquina, picadora / hojas de tabaco",8
8160.09.10,"Operador de máquina, productos del tabaco",8
8160.09.11,"Operador de máquina, procesadora de tabaco",8
8160.09.12,"Operador de máquina, tratamiento / tabaco",8
817,"OPERADORES DE INSTALACIONES PARA LA PREPARACIÓN DE PAPEL Y DE PROCESAMIENTO DE LA MADERA",3
8171,"OPERADORES DE INSTALACIONES PARA LA PREPARACIÓN DE PASTA PARA PAPEL",4
8171.01,"Operadores de instalaciones para la preparación de pasta para papel",6
8171.01.01,"Fundidor, fibra de celulosa",8
8171.01.02,"Operador asistente, termomecánica pulpa",8
8171.01.03,"Operador de control, fabricación de pasta",8
8171.01.04,"Operador digestor, pasta de papel",8
8171.01.05,"Operador, grúa de troncos",8
8171.01.06,"Operador de instalaciones, fabricación / papel",8
8171.01.07,"Operador de instalaciones fabricación /pasta para papel",8
8171.01.08,"Operador de máquina, astilladora de madera / preparación de pasta para papel",8
8171.01.09,"Operador de máquina, batidora / pasta para papel",8
8171.01.10,"Operador de máquina, blanqueadora / pasta para papel",8
8171.01.11,"Operador de máquina, desfibradora / preparación de pasta para papel",8
8171.01.12,"Operador de máquina, laminadora/pasta para papel",8
8171.01.13,"Operador de máquina, lejiadora / pasta para papel",8
8171.01.14,"Operador de máquina, molino / pasta para papel",8
8171.01.15,"Operador de máquina, refinación / pasta para papel",8
8171.01.16,"Operador de máquina, tamizadora / pasta para papel",8
8171.01.17,"Operador de máquina, trituradora de madera / pasta para papel",8
8171.01.18,"Operador de máquina para reciclaje / cartón y papel",8
8171.01.19,"Operador de máquina, aprestadora / papel",8
8171.01.20,"Operador de máquina, calandra satinadora / papel",8
8171.01.21,"Operador de máquina, fabricación / cartón",8
8171.01.22,"Operador de máquina, fabricación / papel (fase húmeda)",8
8171.01.23,"Operador de máquina, fabricación / papel (fase seca)",8
8171.01.24,"Operador de máquina, glaseado / papel",8
8171.01.25,"Operador de máquina, secado y terminación",8
8171.01.26,"Operador molino, pulpa y papel",8
8171.01.27,"Operador, pulpa y papel auxiliar",8
8171.01.28,"Operador refinería, pasta de papel",8
8171.01.29,"Operador repulper",8
8171.01.30,"Operador, secadora de pulpa",8
8171.01.31,"Supervisor, molino de pulpa de papel",8
8171.01.32,"Técnico pulpa",8
8171.01.33,"Trabajador, planta de celulosa papel",8
8172,"OPERADORES DE INSTALACIONES DE PROCESAMIENTO DE LA MADERA",4
8172.01,"Operadores de instalaciones de procesamiento de la madera",6
8172.01.01,"Ahumador, madera chapeada",8
8172.01.02,"Aserrador, aserradero",8
8172.01.03,"Aserrador, cantos",8
8172.01.04,"Aserrador, duela",8
8172.01.05,"Ayudante Operador de cizalla madera (corta madera y prepara láminas y chapas según medidas determinadas)",8
8172.01.06,"Conductor, cortadoras",8
8172.01.07,"Conductor, fibradora de madera",8
8172.01.08,"Curvador, madera",8
8172.01.09,"Elaborador, tiras de madera para formar parquet",8
8172.01.10,"Operador, astilladora",8
8172.01.11,"Operador de cizalla madera (corta madera y prepara láminas y chapas según medidas determinadas)",8
8172.01.12,"Operador de instalaciones, aserradero",8
8172.01.13,"Operador de instalaciones, trabajo de la madera",8
8172.01.14,"Operador, lijadora de madera",8
8172.01.15,"Operador de máquina, canteadora",8
8172.01.16,"Operador de máquina, cortadora",8
8172.01.17,"Operador de máquina, cepilladora / madera",8
8172.01.18,"Operador de máquina, contorno de tabladura",8
8172.01.19,"Operador de máquina, cortadora / chapas de madera (contrachapado)",8
8172.01.20,"Operador de máquina, descortezadora / madera",8
8172.01.21,"Operador de máquina, fresadora / madera",8
8172.01.22,"Operador de máquina, formadora de tableros aglutinados",8
8172.01.23,"Operador de máquina, impregnador / madera",8
8172.01.24,"Operador de máquina, intercaladora-encoladora / contrachapado",8
8172.01.25,"Operador de máquina, mezcladora de astillas",8
8172.01.26,"Operador de máquina, perforadora / madera",8
8172.01.27,"Operador de maquinaria, planchadora de madera",8
8172.01.28,"Operador de máquina, secadora / madera",8
8172.01.29,"Operadores, planta de procesamiento de madera",8
8172.01.30,"Operador de prensa, contrachapado / madera",8
8172.01.31,"Operador, procesador de árboles",8
8172.01.32,"Operador, recortadora aserradero",8
8172.01.33,"Operador, sierra caladora o para contornear",8
8172.01.34,"Operador registro de corte",8
8172.01.35,"Operador, sierra de cabeza",8
8172.01.36,"Operador, sierras circulares",8
8172.01.37,"Operador, sierra de hender",8
8172.01.38,"Operador, sierra de cinta / aserradero (madera)",8
8172.01.39,"Operador, sierra de cinta / duelas de barril",8
8172.01.40,"Operador, sierra de cinta / madera",8
8172.01.41,"Operador, sierra / madera",8
8172.01.42,"Operador, sierra de recortar tablas",8
8172.01.43,"Operador, tanque de inmersión de la madera",8
818,"OTROS OPERADORES DE MÁQUINAS Y DE INSTALACIONES FIJAS",3
8181,"OPERADORES DE INSTALACIONES DE VIDRIERÍA Y CERÁMICA",4
8181.01,"Operadores de instalaciones de vidriería y cerámica",6
8181.01.01,"Fundidor - vidriero",8
8181.01.02,"Moldeador, crisoles",8
8181.01.03,"Operador, baño metálico / flotación (vidrio)",8
8181.01.04,"Operador, cortadora de vidrio",8
8181.01.05,"Operador, filtro-prensa / pasta de arcilla",8
8181.01.06,"Operador de horno, baldosas",8
8181.01.07,"Operador de horno, briquetas",8
8181.01.08,"Operador de horno, cerámica",8
8181.01.09,"Operador de horno, cerámica y porcelana",8
8181.01.10,"Operador de horno, de loza abizcochada / loza y porcelana",8
8181.01.11,"Operador de horno, fabricación de vidrio",8
8181.01.12,"Operador de horno, frita de esmalte",8
8181.01.13,"Operador de horno, fundición / vidrio",8
8181.01.14,"Operador de horno, horno de secado / tejas",8
8181.01.15,"Operador de horno, horno de secadora / loza y porcelana",8
8181.01.16,"Operador de horno, horno de vidriar / loza y porcelana",8
8181.01.17,"Operador de horno, horno de vidriar / tejas",8
8181.01.18,"Operador de horno, ladrillos y tejas",8
8181.01.19,"Operador horno ladrillos",8
8181.01.20,"Operador de horno, recocido / vidrio",8
8181.01.21,"Operador de horno, temple / vidrio",8
8181.01.22,"Operador de instalaciones, arenado / vidrio",8
8181.01.23,"Operador, máquina de cortar / vidrio",8
8181.01.24,"Operador de máquina, curvadora / vidrio",8
8181.01.25,"Operador de máquina, esmaltado / por inmersión",8
8181.01.26,"Operador de máquina, estiradora / tubos de vidrio",8
8181.01.27,"Operador de máquina, estiradora / varillas de vidrio",8
8181.01.28,"Operador de máquina, estiradora / vidrio plano",8
8181.01.29,"Operador de máquina, fabricación / artículos (vidrio)",8
8181.01.30,"Operador de máquina, fabricación / botellas",8
8181.01.31,"Operador de máquina, fabricación / cerámica",8
8181.01.32,"Operador de máquina, fabricación / loza y porcelana",8
8181.01.33,"Operador de máquina, fabricación / vidrio",8
8181.01.34,"Operador de máquina, grabado / chorro de arena (cerámica)",8
8181.01.35,"Operador de máquina, grabado al ácido / vidrio",8
8181.01.36,"Operador de máquina, grabado con muela / vidrio",8
8181.01.37,"Operador de máquina, laminadora / lunas (vidrio)",8
8181.01.38,"Operador de máquina, mezcladora / materiales / abrasivos",8
8181.01.39,"Operador de máquina, mezcladora de materiales / arcilla",8
8181.01.40,"Operador de máquina, mezcladora de materiales / barbotín",8
8181.01.41,"Operador de máquina, mezcladora de materiales / frita de esmalte",8
8181.01.42,"Operador máquina mezcladora",8
8181.01.43,"Operador de máquina, mezcladora de materiales / vidrio",8
8181.01.44,"Operador de máquina, moldeadora / extrusión (pasta de arcilla)",8
8181.01.45,"Operador de máquina, perforadora / cerámica",8
8181.01.46,"Operador de máquina, perforadora / vidrio",8
8181.01.47,"Operador de máquina, pintar cerámica",8
8181.01.48,"Operador de máquina, pintura decorativa / cerámica",8
8181.01.49,"Operador de máquina, pintura decorativa / vidrio",8
8181.01.50,"Operador de máquina, pintura de vidrio",8
8181.01.51,"Operador de máquina, preparación / esmaltes",8
8181.01.52,"Operador de máquina, producción / fibra de vidrio",8
8181.01.53,"Operador de máquina, pulidora / cerámica",8
8181.01.54,"Operador de máquina, pulidora / vidrio óptico",8
8181.01.55,"Operador de máquina, pulidora / vidrio plano",8
8181.01.56,"Operador de máquina, rebanadora / vidrio",8
8181.01.57,"Operador de máquina, sopladora / vidrio",8
8181.01.58,"Operador de máquina, templado / vidrio",8
8181.01.59,"Operador de máquina, trituradora / arcilla",8
8181.01.60,"Operador de máquina, trituradora / esmalte",8
8181.01.61,"Operador de máquina, trituradora / pasta de arcilla",8
8181.01.62,"Operador, molino de vidrio",8
8181.01.63,"Operador, prensa de estampar / Vidrio",8
8181.01.64,"Operador, prensa de extrusión de arcilla",8
8181.01.65,"Operador, prensa moldeado / cerámica",8
8181.01.66,"Operador, prensa de moldear / vidrio",8
8181.01.67,"Operador, prensa moldeado / loza y porcelana",8
8181.01.68,"Operador, rebordeadora de vidrio",8
8181.01.69,"Operador, taladradora de vidrio",8
8181.01.70,"Operador, túnel de recocido / vidrio",8
8181.01.71,"Pulidor, cristales",8
8181.01.72,"Pulidor a máquina, cristales de óptica",8
8181.01.73,"Templador, vidrio",8
8182,"OPERADORES DE MÁQUINAS DE VAPOR Y CALDERAS",4
8182.01,"Operadores de máquinas de vapor y calderas",6
8182.01.01,Fogonero,8
8182.01.02,"Fogonero, buque",8
8182.01.03,"Fogonero, caldera",8
8182.01.04,"Fogonero, máquina de vapor",8
8182.01.05,"Fogonero, máquina de vapor / locomotora",8
8182.01.06,"Ingeniero, estacionario",8
8182.01.07,"Operador de caldera, buque",8
8182.01.08,"Operador, central térmica",8
8182.01.09,"Operario, motor de vapor",8
8183,"OPERADORES DE MÁQUINAS DE EMBALAJE, EMBOTELLAMIENTO Y ETIQUETADO",4
8183.01,"Operadores de máquinas de embalaje, embotellamiento y etiquetado",6
8183.01.01,"Empacador de botellas, a máquina",8
8183.01.02,"Ensamblador de botellas, al vacío",8
8183.01.03,"Operador de máquina, aglomeradora",8
8183.01.04,"Operador de máquina, ajuste",8
8183.01.05,"Operador de máquina, capsuladora",8
8183.01.06,"Operador de máquina, enfardadora",8
8183.01.07,"Operador de máquina, embaladora",8
8183.01.08,"Operador de máquina, embotelladora",8
8183.01.09,"Operador de máquina, etiquetadora",8
8183.01.10,"Operador de máquina, envolver",8
8183.01.11,"Operador de máquina, marcadora / mercancías",8
8183.01.12,"Operador de máquina, rotuladora",8
8183.01.13,"Operador de máquina, selladora",8
8183.01.14,"Operador de selladora, botellas",8
8189,"OPERADORES DE MÁQUINAS Y DE INSTALACIONES FIJAS NO CLASIFICADOS BAJO OTROS EPÍGRAFES",4
8189.01,"Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes",6
8189.01.01,"Operador, batería de gas de hulla",8
8189.01.02,"Operador de coquería",8
8189.01.03,"Operador de horno, coque",8
8189.01.04,"Operador de horno, horno de retorta",8
8189.01.05,"Operador de instalaciones, abonos artificiales",8
8189.01.06,"Operador de instalaciones, blanqueamiento químico",8
8189.01.07,"Operador de instalaciones, producción de carbón vegetal",8
8189.01.08,"Operador de instalaciones, producción de coque",8
8189.01.09,"Operador de instalaciones, producción de fibras sintéticas",8
8189.01.10,"Operador de instalaciones, tratamiento de desechos radiactivos",8
8189.01.11,"Operador de instalaciones, tratamiento de látex del caucho",8
8189.01.12,"Operador de instalaciones, tratamientos químicos (células eléctricas)",8
8189.01.13,"Operador de instalaciones, tratamientos químicos (materias radiactivas)",8
8189.01.14,"Operador de máquina, aislación térmica",8
8189.01.15,"Operador de máquina, empalme / cable",8
8189.01.16,"Operador de máquina, empalmadora / cabos y cables",8
8189.01.17,"Operador maquinaria empalmadora de cables y cuerdas",8
8189.01.18,"Operador de máquina, fabricación / cerillos (fósforos)",8
8189.01.19,"Operador de máquina, fabricación / explosivos",8
8189.01.20,"Operador de máquina, fabricación / municiones",8
8189.01.21,"Operador de máquina, fabricación / productos de pirotecnia",8
8189.01.22,"Operador de máquina, instalación / tuberías",8
8189.01.23,"Operador de máquina, instalación / cables",8
8189.01.24,"Operador de máquina, instalación / cables eléctricos",8
8189.01.25,"Operador de máquina, instalación / conducciones",8
8189.01.26,"Operador de máquina, instalación / material aislante",8
8189.01.27,"Operador de máquina, instalación de líneas eléctricas",8
8189.01.28,"Operador, máquina de liquefacción / gases",8
8189.01.29,"Operador de máquina, llenadora / contenedores",8
8189.01.30,"Operador de máquina, material de insonorización",8
8189.01.31,"Operador de máquina, producción de chips silicón",8
8189.01.32,"Operador de máquina, producción / gas de hulla",8
8189.01.33,"Operador de máquina, producción / microplaquetas (silicio)",8
8189.01.34,"Operador de máquina, señalización / carreteras",8
8189.01.35,"Operador de retorta, producción de gas de hulla",8
8189.01.36,"Operador de tiovivo",8
8189.01.37,"Operador, tratamientos químicos / cubas de electrólisis",8
82,ENSAMBLADORES,2
821,ENSAMBLADORES,3
8211,"ENSAMBLADORES DE MAQUINARIA MECÁNICA",4
8211.01,"Ensambladores de maquinaria mecánica",6
8211.01.01,"Ensamblador, aeronaves",8
8211.01.02,"Ensamblador, botes de fibra de vidrio",8
8211.01.03,"Ensamblador, caja de cambios",8
8211.01.04,"Ensamblador, motor",8
8211.01.05,"Ensamblador, turbina",8
8211.01.06,"Ensamblador, vehículos",8
8211.01.07,"Instalador, motores",8
8211.01.08,"Montador, aviones",8
8211.01.09,"Montador, equipo para el movimiento de tierras",8
8211.01.10,"Montador, maquinaria /imprenta",8
8211.01.11,"Montador, maquinaria /laboreo de minas",8
8211.01.12,"Montador, maquinaria /labra (madera)",8
8211.01.13,"Montador, maquinaria agrícolas",8
8211.01.14,"Montador, maquinaria industrial",8
