"CONSECUTIVO","LETRA","CATALOG_KEY","NO. CARACTERES","NOMBRE","CODIGOX","LSEX","LINF","LSUP","TRIVIAL","ERRADICADO","N_INTER","NIN","NINMTOBS","COD_SIT_LESION","NO_CBD","CBD","NO_APH","AF_PRIN","DIA_SIS","CLAVE_PROGRAMA_SIS","COD_COMPLEMEN_MORBI","DIA_FETAL","DEF_FETAL_CM","DEF_FETAL_CBD","CLAVE_CAPITULO","CAPITULO","LISTA1","GRUPO1","LISTA5","RUBRICA_TYPE","YEAR_MODIFI","YEAR_APLICACION","VALID","PRINMORTA","PRINMORBI","LM_MORBI","LM_MORTA","LGBD165","LOMSBECK","LGBD190","NOTDIARIA","NOTSEMANAL","SISTEMA_ESPECIAL","BIRMM","CVE_CAUSA_TYPE","CAUSA_TYPE","EPI_MORTA","EDAS_E_IRAS_EN_M5","CVE_MATERNAS-SEED-EPID","EPI_MORTA_M5","EPI_MORBI","DEF_MATERNAS","ES_CAUSES","NUM_CAUSES","ES_SUIVE_MORTA","ES_SUIVE_MORB","EPI_CLAVE","EPI_CLAVE_DESC","ES_SUIVE_NOTIN","ES_SUIVE_EST_EPI","ES_SUIVE_EST_BROTE","SINAC","PRIN_SINAC","PRIN_SINAC_GRUPO","DESCRIPCION_SINAC_GRUPO","PRIN_SINAC_SUBGRUPO","DESCRIPCION_SINAC_SUBGRUPO","DAGA","ASTERISCO","PRIN_MM","PRIN_MM_GRUPO","DESCRIPCION_MM_GRUPO","PRIN_MM_SUBGRUPO","DESCRIPCION_MM_SUBGRUPO","COD_ADI_MORT"
"12837","X","X851","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12838","X","X852","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12839","X","X853","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12840","X","X854","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12841","X","X855","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12842","X","X856","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12843","X","X857","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12844","X","X858","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12845","X","X859","4","AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12846","X","X86","3","AGRESIÓN CON SUSTANCIA CORROSIVA","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12847","X","X860","4","AGRESIÓN CON SUSTANCIA CORROSIVA, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12848","X","X861","4","AGRESIÓN CON SUSTANCIA CORROSIVA, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12849","X","X862","4","AGRESIÓN CON SUSTANCIA CORROSIVA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12850","X","X863","4","AGRESIÓN CON SUSTANCIA CORROSIVA, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12851","X","X864","4","AGRESIÓN CON SUSTANCIA CORROSIVA, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12852","X","X865","4","AGRESIÓN CON SUSTANCIA CORROSIVA, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12853","X","X866","4","AGRESIÓN CON SUSTANCIA CORROSIVA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12854","X","X867","4","AGRESIÓN CON SUSTANCIA CORROSIVA, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12855","X","X868","4","AGRESIÓN CON SUSTANCIA CORROSIVA, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12856","X","X869","4","AGRESIÓN CON SUSTANCIA CORROSIVA, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12857","X","X87","3","AGRESIÓN CON PLAGUICIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12858","X","X870","4","AGRESIÓN CON PLAGUICIDAS, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12859","X","X871","4","AGRESIÓN CON PLAGUICIDAS, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12860","X","X872","4","AGRESIÓN CON PLAGUICIDAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12861","X","X873","4","AGRESIÓN CON PLAGUICIDAS, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12862","X","X874","4","AGRESIÓN CON PLAGUICIDAS, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12863","X","X875","4","AGRESIÓN CON PLAGUICIDAS, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12864","X","X876","4","AGRESIÓN CON PLAGUICIDAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12865","X","X877","4","AGRESIÓN CON PLAGUICIDAS, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12866","X","X878","4","AGRESIÓN CON PLAGUICIDAS, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12867","X","X879","4","AGRESIÓN CON PLAGUICIDAS, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12868","X","X88","3","AGRESIÓN CON GASES Y VAPORES","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12869","X","X880","4","AGRESIÓN CON GASES Y VAPORES, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12870","X","X881","4","AGRESIÓN CON GASES Y VAPORES, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12871","X","X882","4","AGRESIÓN CON GASES Y VAPORES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12872","X","X883","4","AGRESIÓN CON GASES Y VAPORES, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12873","X","X884","4","AGRESIÓN CON GASES Y VAPORES, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12874","X","X885","4","AGRESIÓN CON GASES Y VAPORES, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12875","X","X886","4","AGRESIÓN CON GASES Y VAPORES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12876","X","X887","4","AGRESIÓN CON GASES Y VAPORES, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12877","X","X888","4","AGRESIÓN CON GASES Y VAPORES, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
